text,emotion
可以考慮看看啊，參加志工活動應該會很有收穫。,平淡語氣
哇！恭喜你！等你帶我出去玩！,開心語調
唉，祝牠能快快康復。要不要帶牠去看獸醫呢？,關切語調
這種服務真的讓人厭煩！,憤怒語調
這真的很可怕，你應該檢查一下手機的安全設置，或是報警處理比較好。,關切語調
哇！五千萬！這也太幸運了吧，他也太猛了！,驚奇語調
是啊，這樣的環境真的很糟糕，只能希望大家能夠愛護環境。,厭惡語調
可以啊，我剛好這週末有空，我們可以一起去。,平淡語氣
哇！太厲害了！限量版的球鞋超難搶的，你怎麼搶到的！,開心語調
唉，這真的很可惜，那家店的咖啡真的很棒，真捨不得。,關切語調
這也太煩了吧！電腦當機真的很讓人崩潰，要不要修理或換一台？,憤怒語調
有時候我也會有這種感覺，還是我來陪你？,關切語調
哇！這也太巧了吧！好久不見的老師竟然會在捷運上碰到！,驚奇語調
嗯，這樣的外賣真的讓人失望，踩一次雷下次就別踩了，下次換一家試試吧。,厭惡語調
可以啊，我這週五有空，約個時間我們一起去。,平淡語氣
哇！真羨慕，感覺超嗨的，演唱會現場氣氛真的很不一樣吧！,開心語調
我相信狗狗一定能好起來的。,關切語調
這太過分了吧！插隊真的很沒禮貌，店家竟然還不鳥他，到底在幹嘛？,憤怒語調
我懂這種感覺，下次回家記得多小心，不然找朋友一起走會比較有安全感。,關切語調
哇！真的嗎？這種改裝車很少見耶，你有拍照嗎？讓我看看！,驚奇語調
噁，下次記得點微糖。,厭惡語調
可以啊，天氣好的話走走也不錯，我有空，我們約時間吧。,平淡語氣
哇！收到禮物最開心了！她一定很用心吧，打開看看是什麼？,開心語調
唉，這一定讓你很失落，畢竟他陪伴了你這麼久，但他的決定一定有他的原因。,關切語調
這很危險欸！找他們公司反映一下。,憤怒語調
這真的很可疑，最好趕快掛掉，不要透露個資，有需要的話可以報警處理。,關切語調
哇！這也太酷了吧！你跟他打招呼了嗎？這種事很難碰到呢！,驚奇語調
這真的很糟糕，吃飯的心情都沒了，還是換家店比較好。,厭惡語調
聽起來不錯啊，週末我有空，我們可以一起去看看有什麼有趣的東西。,平淡語氣
哇！哪家餐廳？下次我們也一起去試試，聽起來很讚！,開心語調
唉，真的是太慘了。送修看看，說不定還能救回來。,關切語調
哇！你真的超倒楣的。,憤怒語調
停電真的很可怕，尤其一個人在家。你還好吧？記得準備手電筒或蠟燭。,關切語調
哇！真看不出來，沒想到他這麼有才華！他畫的是哪一種類型的作品？,驚奇語調
是啊，這樣的便當真的很不健康，下次還是換家店吧，吃清淡一點比較好。,厭惡語調
最近好像有幾部不錯的電影，你可以看看排行榜，選一部適合你的風格。,平淡語氣
哇！婚禮的氣氛一定很感動吧！你們玩得很開心嗎？,開心語調
唉，這真的很難過，照顧了這麼久一定有感情了，要不要再試著養一盆新的？,關切語調
這真的很扯，超市應該要遵守標價才對！你有反應給店員嗎？,憤怒語調
這真的很讓人擔心，最好晚上找朋友一起回家比較安全。,關切語調
哇！這也太巧了吧！好久沒見到的同學竟然會在這種情況下碰到，世界真小！,驚奇語調
這種環境真的讓人倒胃口，下次還是換一家乾淨一點的地方吧。,厭惡語調
聽起來不錯，我這週末有空，可以一起去看看。,平淡語氣
哇！免費機票！你真的太幸運了，打算去哪裡玩呢？,開心語調
唉，別太傷心，也許等她冷靜下來，再好好聊聊。,關切語調
這也太自私了！這樣完全不顧別人的時間，應該檢舉他！,憤怒語調
嗯，這真的很讓人擔心，你是不是點連結，下次不要再亂點了。,關切語調
哇！真想不到，老闆居然有這麼酷的嗜好，平常看不出來呢！,驚奇語調
這種服務真的很糟糕，吃飯心情都被破壞了，下次不要再去了。,厭惡語調
可以啊，我有空，約幾點。,平淡語氣
沒事吧 要不要去收驚,關切語調
你說的是哪個老師？,疑問語調
哪個老師 他怎麼了,關切語調
不會啦 你還在生長期,平淡語氣
我哪裡讓你討厭了,疑問語調
喔好啊要約楊凱安嗎,開心語調
要不要吃鍋貼,平淡語氣
蛤真的喔太誇張了吧,驚奇語調
是嗎？但我是虛擬人睡不了覺,疑問語調
不然我來講個故事給你聽,平淡語氣
真的嗎你還好吧,關切語調
哈哈哈哈哈真好笑 難過你看起來這樣累,開心語調
你現在還好嗎？,關切語調
怎麼了你很久沒見到他了嗎？,關切語調
哇！那事情大條了，老師怎麼處理呢？,驚奇語調
你想聽什麼類型的？,平淡語氣
哦！那當然啊我來幫你想想，你想要什麼方式告白？,驚奇語調
你今天午餐吃什麼啊？這麼難吃,關切語調
哪一首啊？誰唱的？,開心語調
真的！最近天氣約來越怪,厭惡語調
你今天做了什麼嗎,關切語調
咖哩？還是pizza?,疑問語調
沒事啦！反正還有下次，下次再加油。,關切語調
你想想最後一次在哪裡拿,平淡語氣
啊啊啊啊啊！好啊，我要吃烤魷魚！,開心語調
你是豬嗎？吃這麼多,平淡語氣
他做了什麼事?,關切語調
老闆都這樣啦,平淡語氣
真的喔?,疑問語調
發生時麼事了嗎,關切語調
有功課不會做嗎?還是有人欺負你,關切語調
是老師的作業出太多嗎?,疑問語調
需要我幫你想一些可以提振精神的運動嗎?,關切語調
我真的不理解為什麼他還要唱,憤怒語調
他是怎麼惹到你了？,疑問語調
唉，今天破事比較多,平淡語氣
對啊！今天天氣蠻好的,開心語調
要是你一直憋著不說就會崩潰,關切語調
沒事的人才不會這樣說,關切語調
是啊，看得出來,平淡語氣
我只是想要緩和氣氛,疑問語調
你瘋了嗎？,驚奇語調
我這是在幹嘛？我不管做什麼都有人對我失望。,悲傷語調
我知道這種感覺,關切語調
也許你可以別一直逼他,關切語調
也許他只是不敢跟你聊心事,關切語調
身為一個事不關己的旁觀者，我建議你要讓他展翅高飛。,關切語調
放心啦，你的努力都會呈現在成果上面的,關切語調
為什麼突然想看書啊？,疑問語調
不要把別人的話太放在心上，他或許只是腦袋受損,關切語調
啊你還好嗎,關切語調
每個人都有擅長的事,關切語調
喔靠腰，好，抱歉,開心語調
我都看恐怖片誒，你想了解嗎！,開心語調
在哪裡？今天可以去吃啊,開心語調
好，看多少我到時候給你,開心語調
哈哈，我也是 ！不過第一次學習有紮實，之後複習比較快！,開心語調
好啊好啊，我蠻久沒運動了,開心語調
有想到要什麼風格嗎，我最近蠻喜歡辮子,疑問語調
謝謝老師關心，我現在沒事了！,悲傷語調
哇！朋友送的驚喜最感動了，他一定花了很多心思吧！,開心語調
唉，這樣一定讓你很傷心，趕快帶牠去看獸醫，或許有辦法！,關切語調
這也太沒效率了吧！預約不就是為了節省時間嗎？應該投訴一下他們的管理！,憤怒語調
聽起來確實讓人擔心，或許應該去做個檢查，早點確認比較安心。,關切語調
哇！這也太突然了吧！搬去國外是個大決定，他有沒有告訴你原因？,驚奇語調
這種服務態度真的很討厭，下次換家店比較好。,厭惡語調
聽起來不錯啊，一起去放鬆一下！,平淡語氣
哇！太厲害了，恭喜你！這獎項一定是你努力得來的！,開心語調
唉，真的很可惜，那杯子對你一定很有意義吧，還是要看看能不能找到類似的再買一個？,關切語調
這種情況真的超衰，網路斷掉的時候真是最煩的時候！,憤怒語調
最好快點處理霉斑，或者看看能不能除濕。,關切語調
哇！中樂透耶，真的太幸運了！你打算怎麼用這筆錢呢？,驚奇語調
是啊，這種行為真的讓人很不舒服，公共場所應該要有點禮貌。,厭惡語調
我聽說河濱公園的路線不錯，可以邊騎邊看風景，可以去試試看？,平淡語氣
哇！哪一家啊？聽起來超棒的！,開心語調
唉，真是讓人難過，那家書店的氛圍真的很棒，還有辦法再去一次嗎？,關切語調
這樣真的很沒禮貌！馬路上的一些駕駛真的很讓人生氣！,憤怒語調
聽起來確實有點可怕，最好確保門窗鎖好，或者打電話給保安確認一下安全。,關切語調
哇！太酷了吧，碰到電影明星真的很難得！你有跟他打招呼嗎？,驚奇語調
這樣的環境真的很糟，有辦法投訴他嗎？,厭惡語調
天氣好可以去爬山或者去公園走走，呼吸新鮮空氣不錯。,平淡語氣
哇！夜市真的常常能挖到寶，聽起來你賺到了！下次一起去逛！,開心語調
唉，別太在意，大家都有自己的步調，重要的是過得開心就好。,關切語調
這真的很讓人生氣，插隊實在太沒禮貌了！,憤怒語調
這真的很讓人擔心，最好跟朋友一起出門，或者告訴家人要娶的地方，安全很重要。,關切語調
哇！真的嗎？完全沒想到他有這麼強的才藝，真的是人不可貌相！,驚奇語調
這樣的便當真的讓人難以下嚥，別勉強吃了。,厭惡語調
你可以去北海岸那邊的海灘，風景不錯，人也比較少一點。,平淡語氣
真的嗎？夢到貓代表好運降臨誒？,疑問語調
你確定不是風？要不要我陪你去看看？,關切語調
哇，你要怎麼花這筆錢？買一棟別墅嗎？,開心語調
我會問他們的星球上是不是也有各種動物。,驚奇語調
AI也會讓你生氣？那它說了什麼？,關切語調
唉，有時候真是令人抓狂。你試過重新開機嗎？,厭惡語調
真的假的？他有告訴你未來的事情嗎？,疑問語調
什麼？為什麼會這樣？你有關閉它的自動模式嗎？,驚奇語調
你有試過重新設置它的語言參數嗎？,厭惡語調
哇！告訴我怎麼做的！也許可以打印一個更大的！,開心語調
太神奇了！它是怎麼知道的？還是它能讀懂你的心情？,驚奇語調
真的假的？日記裡寫了什麼？,驚奇語調
太可怕了！你有去檢查一下嗎？還是要裝個攝影機看看？,關切語調
哇！這真的很特別，他為什麼要感謝你啊？,開心語調
什麼！那你有跟他打招呼嗎？這真是太奇怪了！,驚奇語調
這太過分了！你應該蹲點抓他個現形！,憤怒語調
啊，真是太難過了…或許你可以再試著養一株，這次放在貓夠不到的地方。,關切語調
哇！太厲害了！你是怎麼想到那些精彩的論點的？,開心語調
蛤，是憑空消失嗎？這也太誇張了！,驚奇語調
哇！信裡寫了什麼？未來的你有什麼重要的建議嗎？,驚奇語調
你確定不是風嗎？還是那裡真的有點…不對勁？,關切語調
你有試過數據恢復嗎？也許還有救。,關切語調
哇！那一定很多故事！他有分享什麼瘋狂的表演經歷嗎？,開心語調
真的嗎？這麼低調？,驚奇語調
你有注意到他做了什麼嗎？要不要找人陪你一起走？,關切語調
真的假的？你有打開看看嗎？這些金幣是真的嗎？,驚奇語調
真是太摔了！你有試試看能不能改期嗎？也許還有補救的機會。,憤怒語調
真的假的？地下音樂會？那一定很酷！,開心語調
這也太巧了吧！你們聊了什麼？他還記得你嗎？,驚奇語調
隱藏房間？裡面有什麼？你以前完全不知道這個地方嗎？,驚奇語調
這也太詭異了！那張紙上還寫了什麼？,關切語調
貓咪可能只是太好奇了，下次把作品放高點吧。,關切語調
哇，太酷了！這張唱片是哪一張專輯？你有馬上聽嗎？,開心語調
啊，這一定讓你很難過…不過現在科技這麼發達，一定還是可以隨時聯繫的。,關切語調
啊？太厲害了！是哪張作品入選的？你一定得去參加頒獎典禮！,驚奇語調
這太奇怪了…你有檢查手機的設定嗎？也許有人動過它？,關切語調
真的假的？夜市的抽獎竟然這麼大獎？,驚奇語調
真的假的？廟裡不是晚上通常都沒什麼人嗎？,關切語調
哇！早餐店老闆這麼佛心？那奶茶好喝嗎？,開心語調
太誇張了吧！下次要不要早點去？,憤怒語調
過年是這樣啦，不過陪家人也挺重要的，朋友聚會可以之後在補上！,關切語調
聽起來好舒服！陽明山的溫泉真的很不錯！,開心語調
哇，這也太巧了吧！你有跟他聊聊嗎？還是他忙著表演？,驚奇語調
真的假的？他們兩個之前看起來完全沒互動啊，怎麼突然在一起了？,驚奇語調
什麼消息？快說來聽聽！,開心語調
真的嗎？他們平常看起來完全沒交集啊，怎麼突然在一起了？,疑問語調
是啊，他平常總愛炫耀，這點讓人不太喜歡。,厭惡語調
沒錯，感情這種事真的很難理解，還是讓他們自己處理吧。,平淡語氣
哇！士林夜市的雞排超有名的，我也超想去吃！,開心語調
當然有啊，士林夜市的炸雞排一定要試試看，超好吃！,平淡語氣
不會啊，剛炸好的時候外皮很酥脆，不會感覺油膩。,疑問語調
好啊！你一定不會後悔的！,開心語調
哇！那一球一定超帥的吧！,開心語調
好啊，你前陣子說最近手感不錯，正好可以打一下。,平淡語氣
是不是！你今天狀態真的超好！,開心語調
哇，真的嗎？感覺他今天體力還蠻好的！,驚奇語調
他們應該收斂一點，友誼賽不要傷了感情。,憤怒語調
考完試總算可以輕鬆一下，我也剛好超想去唱歌！,開心語調
別擔心，你平常成績都不錯，這次應該也不會太差的。,關切語調
沒事啦，下次注意時間就好，至少你把其他部分都寫完了！,關切語調
沒錯，段考週每次都這麼累，但考完就可以好好放鬆了。,平淡語氣
真的假的！這麼難的考題居然還有滿分的，真厲害！,驚奇語調
好啊，市區人應該很多，回來記得跟我說一聲。,平淡語氣
哇！那很難得耶，平常都超擠，今天真幸運！,開心語調
是啊，現在還是要多注意防疫，這種行為真的很自私。,平淡語氣
你可以去捷運出口那邊的小吃街，蠻多好吃的東西！,疑問語調
好啊！最近天氣也不錯，騎車應該很舒服。,平淡語氣
哇！真的嗎？等下回程的時候一定要停下來拍個照！,驚奇語調
真的！這種小路上應該要慢點騎，真是不負責任！,憤怒語調
別擔心，慢慢騎，萬一太陡就下車推吧，安全第一。,關切語調
哇！真的！這海邊的夕陽真是太震撼了，拍照根本無法捕捉它的美！,驚奇語調
是啊！海風吹著真的很舒服，晚上還能看到星星！,開心語調
好啊，搭好帳篷比較方便。,平淡語氣
是啊，露營總會遇到這種問題，還好你有帶防蚊液，趕快噴一下。,平淡語氣
不用擔心，你帶了暖和的毯子，晚上圍著篝火，應該就不會冷了。,關切語調
最近事情特別多嗎？感覺你一整天都在趕進度，完全沒時間休息。,平淡語氣
太過分了吧！怎麼可以這樣，他根本沒在顧及你誒！,憤怒語調
唉，這種時候特別難熬，你也不要給自己太多壓力，試著找機會跟他們聊聊吧。,關切語調
別客氣！遇到什麼事都可以找我聊！,開心語調
我懂，很累吧？有時候真的要給自己一點喘息的時間，不然太辛苦了。,關切語調
最近跟男朋友還好嗎？你看起來有點不開心。,平淡語氣
我問過，但他總說沒事，這樣讓我更問號，不知道該怎麼辦。,疑問語調
這樣真的不太好耶，他不應該總是這樣失約，完全不尊重你的感受。,憤怒語調
別客氣！有什麼不開心的事都可以找我，我們一起面對就好啦！,開心語調
對啊，我聽說他最近在糾結要不要跟學姊告白，還跟好幾個朋友討論過呢。,疑問語調
真的喔？沒想到他動作這麼快，才說在猶豫沒多久就行動了！,驚奇語調
對啊，這種時候起哄真的很不成熟，大家應該給他點空間才對。,憤怒語調
告白本來就是勇敢的事，不管結果怎樣，你們都應該支持他。,關切語調
真的嗎？是全國賽嗎？,驚奇語調
應該很快就會開始了，全國賽的日期不遠了。,疑問語調
這種感覺很難受，你有和你的主管談過這個問題嗎？,關切語調
真的嗎？新聞內容是什麼？,驚奇語調
這樣真的很讓人煩躁，你有嘗試過跟他溝通你的感受嗎？,憤怒語調
買了什麼東西？,平淡語氣
你是否有設定提醒或者制定計劃來確保能按時完成？,關切語調
哇，那真是太棒了！學會了什麼技能？,開心語調
孤單感很難受，有沒有什麼特定的事情讓你這樣感覺？,關切語調
哇，真的嗎？你們有聊什麼嗎？,驚奇語調
這樣的感覺真的很糟糕，你有嘗試過和相關的人溝通你的感受嗎？,憤怒語調
那可能是因為你昨天做了很多事情吧？,平淡語氣
聽起來很有趣，營隊的主題是什麼？,開心語調
能告訴我發生了什麼事情嗎？,關切語調
真的嗎？那個地方有什麼特別的嗎？,驚奇語調
真的嗎？是哪個桌遊？,開心語調
那真的很沮喪，有什麼是你覺得可以改進的地方嗎？,關切語調
那真的是很讓人生氣，他們做了什麼？,憤怒語調
哦？是什麼遊戲？好玩嗎？,平淡語氣
真的嗎？那真是太厲害了！,驚奇語調
太棒了！你們贏了比賽嗎？,開心語調
這真的很讓人生氣，裁判怎麼可以這樣呢？,憤怒語調
哦，你好像有點不高興呢，是發生了什麼事嗎？可以和我說說，或者找其他方法來釋放一下情緒。,關切語調
沒關係的，一次考試並不能代表一切。我們要相信自己的能力，下次一定能做得更好。,關切語調
哎呀，你怎麼會生氣呢？是有人做錯了什麼嗎？告訴我，我們一起解決這個問題吧。,疑問語調
難道你覺得自己的努力得不到任何回報嗎？這可不能忍受！,憤怒語調
沒關係的，人生就是这样，有起有落。我們要相信自己的能力，下次一定能做得更好。,關切語調
那真是太好了！聽到你這麼說，我感到很欣慰呢。希望你能一直保持這樣的心情哦！,開心語調
）哦？那你是不是正在考慮一些重要的問題呢？,疑問語調
唉，那可真讓人不舒服啊。,厭惡語調
你怎麼能忍受被欺負呢？這絕對是不能接受的！,憤怒語調
哇，這真是太神奇了！我很期待你能發現更多令人驚訝的事情。保持這樣的熱情和好奇心，生活將會更加精彩哦！,開心語調
哎呀，別這麼說嘛，每個人都有優點和不足，你也不例外呀。也許你覺得糟糕，但在別人眼裡，你可能是個很棒的人呢！（微笑着鼓勵）那你願意和我講講爲什麼覺得自己糟糕嗎？,關切語調
那很可惜呢。你跟她男朋友在一起多久啦？,關切語調
爲什麼突然想讓我用生氣的語氣跟你說話呢？是心情不好嗎？,疑問語調
當然可以啦，你最近心情怎麼樣呢？,開心語調
你怎麼能這樣呢！,憤怒語調
我聽見了，你被欺負了。我相信你一定很不好受，但請不要害怕，你要告訴自己：「我是一個勇敢的人」，然後盡快把事情經過告訴大人或老師，他們會幫你解決問題的。,悲傷語調
這裡的生活，就是這樣。,平淡語氣
生活就是這樣，不過我們能選擇如何度過。,平淡語氣
嗯，真的有點長。,平淡語氣
這真是太棒了！我終於找回了我的家！,開心語調
這是你應得的，辛巴，真為你高興！,開心語調
哇，這是最棒的事，我回到過去了！,開心語調
你們所謂的秩序，其實不過是你的謊言。,憤怒語調
你不配談秩序！你根本不理解！,憤怒語調
你怎麼可以這麼做！我們在這裡努力保護地球！,憤怒語調
無論發生什麼，我都會陪著你。,悲傷語調
如果你告訴我這不是真的，那我應該相信你嗎？,疑問語調
天啊，這是真的！我們在現場看到了恐龍！,驚奇語調
這怎麼可能，這是史前的生物！,驚奇語調
你根本不理解我，我不想再和你們待在一起！,厭惡語調
我很理解你，艾莎，但這樣的冷漠我無法忍受。,悲傷語調
生活就像一盒巧克力，你永遠不知道會得到什麼。,平淡語氣
別擔心，你和我一樣理智。,關切語調
我要她正在吃的那道菜。,平淡語氣
希望是一件好事，也許是最好的事，沒有好事會死去。,悲傷語調
如果你不能做出自己的決定，那當成人有什麼意義呢？,疑問語調
你是誰？,疑問語調
你早該知道的。,平淡語氣
愛是我們能夠感知到的唯一一種超越時間和空間維度的事物。,平淡語氣
在這個邪惡的世界裡，沒有什麼是永恆的，連我們的麻煩也不例外。,平淡語氣
我真希望我們能聊得久一點，但... 我要和一位老朋友共進晚餐。,悲傷語調
對我來說，你是完美的。,開心語調
你必須聽我說！你根本不知道他們做了什麼！,憤怒語調
你要麼死得像個英雄，要麼活得夠久，看到自己變成惡棍。,憤怒語調
我不想和其他人在一起，但你必須讓我走。,悲傷語調
如果你不能炫耀自己的車，那擁有它有什麼意義呢？,疑問語調
你是個了不起的人>,關切語調
我失去了父親，我不知道該怎麼辦...,悲傷語調
我不能失去他！他是我的朋友！,悲傷語調
你到底是誰？你怎麼會這樣做？,疑問語調
你確定這不只是一場夢？,疑問語調
這太不可思議了！我們終於到了！,驚奇語調
太棒了！這就是我一直夢想的地方！,開心語調
別怕，我會保護你。,關切語調
別擔心，我會照顧你的，一切會好的,關切語調
我只想把事情做對。,平淡語氣
你到底想要什麼？！我們不會讓你得逞的！,憤怒語調
你怎麼能這樣對我，我可是為了你付出了所有！,憤怒語調
我真不想再聽到這些了，它們讓我感到不悅。,厭惡語調
我真的不想再待在這裡了，每一天都像是一場噩夢。,厭惡語調
天啊！這是真的嗎？這不可能！,疑問語調
這...這是真的嗎？我們成功了？,疑問語調
我只是做我的工作，這不關你的事。,平淡語氣
這件事會有解決的辦法，我們只需要時間。,平淡語氣
我知道該怎麼做，我們可以處理的。,平淡語氣
這條路我們都知道，別再說了。,平淡語氣
我們應該趕緊行動，沒有時間浪費了。,平淡語氣
你還好嗎？你受傷了嗎？我們可以幫忙！,關切語調
別擔心，我會在這裡的，沒事的，我會照顧你。,關切語調
你沒事吧？看起來很痛苦，要不要休息一下？,關切語調
太棒了！這是我們想要的結果，太高興了！,開心語調
這就是我們要的！我們成功了！,開心語調
哇！這太棒了，我從來沒想過能有這種結果！,開心語調
這太驚人了，我終於明白了，這真是夢想成真！,開心語調
你不配說這些話！,憤怒語調
這根本無法接受，你怎麼可以這樣！,憤怒語調
我忍無可忍了，你到底想幹什麼？,憤怒語調
讓我很生氣，這樣根本不行！,憤怒語調
我知道一切都已經結束了，但還是感到無比的遺憾。,悲傷語調
我很抱歉，我沒能保護你，你知道我一直在盡力。,悲傷語調
這真的是我最悲傷的時刻，我無法承受這種失落。,悲傷語調
我感到自己失去了一切，但我也知道，這是無法改變的事實。,悲傷語調
這真的能行嗎？你確定這是唯一的辦法？,疑問語調
這樣做就可以嗎？我們有沒有其他的選擇？,疑問語調
這真的是我們應該走的路嗎？我們有沒有選擇過這樣做？,疑問語調
我們真的能成功嗎？這樣做真的是對的嗎？,疑問語調
天啊，這竟然發生了，我完全不敢相信！,驚奇語調
這怎麼可能？這真的是未來的樣子嗎？,驚奇語調
這完全超出我預料了，這簡直不敢相信！,驚奇語調
這怎麼可能？他竟然能這樣做！真是太不可思議了！,驚奇語調
我真是不想再聽這些了，這一切太糟糕了。,厭惡語調
這讓我感到很不舒服，我真不喜歡這樣的情況。,厭惡語調
我完全不喜歡這樣的局面，真的是令人不堪忍受。,厭惡語調
每次都這樣，真的是讓我心煩，我快受不了了。,厭惡語調
我進來這裡已經十年了，這段時間對我來說，基本上就是度過了一些相似的日子。沒有什麼特別的，只有在監獄裡的一天又一天。只要按照規定做事，就能過得去。那裡的世界跟外面的世界無關。,平淡語氣
也許我們一生中會遇到一些不順心的事，但這並不意味著我們不能從中找到一絲光亮。生活就是這樣，一個個小小的瞬間，我們必須學會去珍惜它們。,關切語調
對我來說，這樣的生活還不錯。雖然沒有什麼轟轟烈烈的事發生，但至少日子還是過得安穩，這樣就夠了。,平淡語氣
我從來沒有想過會有那麼多人注意我的每一個舉動，感覺就像一個舞台上的小丑，每走一步，都有人在看著我。這真的是非常壓力山大，但我知道我得繼續往前走，不能停下來。,悲傷語調
你知道，這只是一場普通的戰爭。我們只需要冷靜處理。這不會變得太複雜。,平淡語氣
我們已經知道對方的目標。接下來就看我們如何反擊了。這一切，都是計劃的一部分。,平淡語氣
這並不新鮮，這是我見過的方式之一。或許這才是解決問題的真正方法。,平淡語氣
事實上，這沒那麼大驚小怪。每個人都在做自己應該做的事。這就只是日常生活。,平淡語氣
我沒有時間討論這些無關緊要的事。做你的事，我做我的。,平淡語氣
你有沒有傷到自己？別擔心，我會照顧你的。你不是一個人，我會幫你的。,關切語調
你真的還好嗎？那麼多事情都發生了，我會在你身邊，一直陪著你，直到我們解決這一切。,關切語調
我能理解你現在的感受，我也曾經經歷過類似的情況。你要相信，一切都會過去的。,關切語調
你沒事吧？我看得出來你正經歷著一些很艱難的時刻。告訴我發生了什麼，我會幫助你的。,關切語調
你的情況比我想象的要複雜，但我會給你時間，慢慢處理這一切。別急，慢慢來，沒關係的。,關切語調
我一直告訴自己，這是個不可能的任務，但現在我們真的完成了！我好開心！,開心語調
我們還活著，我們真的還活著！這真是太好了，我無法形容此刻的心情！,開心語調
你居然敢對我說這些！這是你該付出的代價！,憤怒語調
我沒時間再聽這些狗屁！你到底想幹什麼？立刻告訴我！,憤怒語調
我以為我們有未來，我以為這是我們的故事，但現在一切都已經結束了。,悲傷語調
我真的試過了，拼盡了全力，卻還是無法讓生活變得更好。,悲傷語調
有時候，我們不得不承認一些無法改變的事實，而這些事實讓我們無法呼吸。,悲傷語調
這是你認為的解決辦法？你確定你知道你在做什麼嗎？,疑問語調
這太過驚人了，這不是我所能理解的世界。,驚奇語調
這種事我根本不想再看見，太讓人心煩了。,厭惡語調
這件事不過是小事，沒什麼好大驚小怪的，大家都會經歷。,平淡語氣
生活有時候就是這樣，起伏不定，但一切總會過去的。,平淡語氣
也許我們現在覺得困難，但時間會證明一切。,平淡語氣
這樣的情況，我們總是會遇到，沒什麼好擔心的。,平淡語氣
就這樣吧，事情總會過去，我們該做的是把握當下。,平淡語氣
你還好嗎？看起來你好像有些疲倦，不想休息一下嗎？,關切語調
我知道最近對你來說很難，但記得，我隨時都在這裡，你可以隨時找我。,關切語調
我感覺你有些不開心，是不是發生了什麼事？告訴我，我會在這裡聽你說。,關切語調
你別太過擔心，無論怎麼樣，總會有解決的辦法的。,關切語調
我很擔心你，最近的情況是不是讓你很困擾？告訴我，我們一起想辦法。,關切語調
真的是太開心了，這是一個我們期待已久的時刻！,開心語調
這真是太棒了！我一直相信我們會成功，現在看到這一切，真的很高興！,開心語調
哈哈，我從來沒想到會是這樣的結局，真的是太讓人開心了！,開心語調
我們真的是做到了！這是我最開心的時刻，我完全無法形容現在的心情！,開心語調
怎麼能這樣對待我？這完全不公平！我真的是受夠了！,憤怒語調
你怎麼可以這樣！你知不知道這樣會讓我們所有人都陷入困境！,憤怒語調
不行！這種事情我不能再容忍了，我已經無法忍受下去了！,憤怒語調
這是我能忍受的極限，你這樣做根本不應該！,憤怒語調
我已經受夠了，怎麼可以這樣不負責任，這根本就是在玩弄我們的信任！,憤怒語調
我真的不知該如何面對這一切，感覺整個世界都變得無比沉重。,悲傷語調
我們已經努力了那麼久，但為什麼還是無法改變這個結局？,悲傷語調
當一切結束時，我只能在這裡默默地承受，內心的痛，無人能理解。,悲傷語調
我感覺自己快要崩潰了，這一切真的讓我覺得好無助。,悲傷語調
曾經有那麼多希望，但現在看來，所有的希望都像是泡沫一樣消失了。,悲傷語調
這真的是我們該做的選擇嗎？,疑問語調
"為什麼會變成這樣？我們真的不能再做些什麼來改變嗎？""",疑問語調
這樣做是否真的是最好的辦法？會不會還有其他的選擇呢？,疑問語調
我們是否真的理解事情的真相，還是只是一味地按照自己的想法去走？,疑問語調
難道這就是我們所能達到的最終結果嗎？是否還有其他方法可以改變？,疑問語調
這怎麼可能？我完全沒有想到會有這樣的結局，太讓人吃驚了！,驚奇語調
我簡直不敢相信，結果竟然是這樣，這真的是太出乎意料了！,驚奇語調
這真的是太不可思議了，我無法想像會有這樣的結果！,驚奇語調
你說的真的嗎？這一切看起來太讓人難以置信了！,驚奇語調
我真的是受夠了，這種情況每次發生我都覺得無比噁心，怎麼會這樣！,厭惡語調
這樣的行為真讓人不舒服，怎麼會有這樣的人，真的是讓我不想再接觸了。,厭惡語調
每次想到這些事情，我就感到一陣厭煩，真的是不想再繼續下去。,厭惡語調
我對這樣的事真的是無法忍受，這讓我感覺極其不適。,厭惡語調
我已經厭倦了這樣的局面，這種情況每次都讓我不想再繼續面對。,厭惡語調
這件事其實沒什麼，大家都會經歷過的，不用太在意。,平淡語氣
這樣的情況，總會有解決辦法，我們只是需要時間。,平淡語氣
如果我說沒關係，你也應該相信這樣。生活本來就是這樣。,平淡語氣
沒什麼好緊張的，這只是小事，應該不會有大問題。,平淡語氣
是啊，大家都會面對這種事，沒什麼特別的。,平淡語氣
現在看起來還好，沒什麼大不了的，總會過去的。,平淡語氣
這樣吧，不用想太多，生活還是要繼續下去。,平淡語氣
聽起來似乎有些麻煩，但不過就是這樣，大家都能解決的。,平淡語氣
我們都知道事情會有解決的時候，就算現在有些難，也不是不可克服的。,平淡語氣
"有時候情況很讓人無力，我知道你很努力，但也不要太勉強自己。""",關切語調
今天下了點小雨，路上的人似乎沒有什麼特別的反應，大家還是照常走自己的路。,平淡語氣
在辦公室裡，大家都各自忙著自己的事，沒有太多的交談，氣氛還算平靜。,平淡語氣
天氣變得涼爽了，這種天氣讓人覺得有點安靜，好像什麼事都可以慢慢來。,平淡語氣
他遲到了，也沒有說太多話，只是默默地坐下，似乎也沒什麼大不了的。,平淡語氣
